year,t,i_d,i_c,i_f,P_emissions,Temp,kd,kc,kf,ks,E_agg,Y_agg,C_agg,SCC,
2131,105,0.000856971,0.090246118,0.221296031,6.691652937,2.770963075,0.031388464,1.276020729,3.299203439,0.004263603,277.4014282,1062.139681,812.3731598,1066.599705,6.702285664
2132,106,0.000854325,0.09023719,0.221149585,6.531817983,2.774978066,0.030257258,1.279622518,3.298136011,0.004234915,283.7258901,1086.314093,830.9225025,1086.320959,6.541615029
2133,107,0.00084905,0.090063574,0.221632844,6.381887717,2.778897157,0.029194137,1.283008051,3.297004119,0.004209936,290.2036973,1111.040193,849.5112931,1106.301124,6.390713513
2134,108,0.000840944,0.090190528,0.221474826,6.240783547,2.78272629,0.028192287,1.286048208,3.296356692,0.004190326,296.8068392,1136.358509,868.8347276,1126.539326,6.248592638
2135,109,0.000831243,0.090274826,0.221604686,6.107425381,2.78647076,0.027245137,1.289021244,3.295610284,0.00417779,303.5899418,1162.259573,888.3904405,1147.03392,6.114433416
2136,110,0.000820415,0.090203698,0.221788301,5.981048562,2.790135215,0.026347724,1.291894361,3.295019856,0.004173036,310.5472583,1188.77195,908.4972201,1167.783326,5.987435285
2137,111,0.000809167,0.090471767,0.221438638,5.861021871,2.793723844,0.025495851,1.294539627,3.294622802,0.004176394,317.6519587,1215.902109,929.2479654,1188.785376,5.866919599
2138,112,0.000797328,0.090186646,0.221998546,5.746897066,2.797240457,0.024686264,1.297262032,3.293946302,0.004187664,324.9724914,1243.650603,950.1400489,1210.037679,5.752300215
2139,113,0.000784182,0.090514069,0.221908289,5.638205115,2.800688596,0.023915751,1.299581052,3.293793829,0.004206784,332.4029568,1272.056046,971.5607695,1231.537716,5.643146568
2140,114,0.000772343,0.090580908,0.221668071,5.534328463,2.804071519,0.023180615,1.302047289,3.293572161,0.004234216,340.0691086,1301.129976,993.8824661,1253.28217,5.539067917
2141,115,0.000759899,0.090299988,0.222130077,5.435280325,2.807392116,0.022479901,1.304427885,3.293155564,0.004268498,347.9226314,1330.857912,1016.353166,1275.267372,5.439721711
2142,116,0.000747726,0.090656051,0.22198572,5.340628614,2.810653284,0.021810879,1.306428275,3.293163029,0.004309647,355.8930964,1361.281034,1039.315834,1297.489744,5.344823567
2143,117,0.000735897,0.090678293,0.222002496,5.250166039,2.813857661,0.021171828,1.308619156,3.293045168,0.004357044,364.1223465,1392.417445,1062.994085,1319.944828,5.254234077
2144,118,0.000725539,0.090865337,0.221775825,5.163714397,2.817007761,0.020561209,1.310701924,3.2929487,0.004410055,372.541352,1424.269804,1087.298396,1342.627657,5.167848363
2145,119,0.000716945,0.090589031,0.222437959,5.081381012,2.820105989,0.019978655,1.312824805,3.292661737,0.004467265,381.1933773,1456.848678,1111.691723,1365.533007,5.085543386
2146,120,0.000707253,0.090880918,0.222468439,5.003351751,2.823154818,0.019424099,1.314586229,3.292964328,0.004527131,389.9772562,1490.206062,1136.735698,1388.655248,5.007280436
2147,121,0.000699313,0.090871371,0.22259187,4.929103732,2.826156829,0.018894745,1.316496828,3.293275629,0.004590291,399.0307715,1524.353496,1162.606934,1411.987603,4.933014347
2148,122,0.000691444,0.090943303,0.222552805,4.85885129,2.829114291,0.018390695,1.31828814,3.29367552,0.004655266,408.2876605,1559.291582,1189.169189,1435.522806,4.862632885
2149,123,0.000683533,0.090928986,0.222736243,4.792383952,2.832029602,0.017910436,1.320037312,3.2940183,0.004721893,417.7729142,1595.031209,1216.176013,1459.253287,4.796023632
2150,124,0.000677115,0.090932387,0.223027143,4.7294737,2.834905032,0.017452445,1.321672431,3.294499724,0.004790103,427.4693439,1631.602808,1243.65557,1483.170976,4.733073015
2151,125,0.000669476,0.091246048,0.22266418,4.670305489,2.837742717,0.017016755,1.323215383,3.295204607,0.004858709,437.388273,1669.037287,1272.209115,1507.266932,4.673658638
2152,126,0.000663169,0.091024363,0.223375699,4.614350648,2.8405449,0.016600814,1.324939055,3.295554511,0.004928582,447.6160763,1707.321351,1300.719724,1531.531313,4.617697104
2153,127,0.000657492,0.091212211,0.22342251,4.561779404,2.84331351,0.016204658,1.326371305,3.296499222,0.00499867,458.0138992,1746.526683,1330.24526,1555.954114,4.565002533
